ID,Member,PARTY,CONSTITUENCY,Cost of staying away from main home (2nd home),London costs,Office running costs,Staffing costs,Travel,Centrally provided stationary/postage,Staff cover & other,Comms allowance
Michael Lord MP,18428.35,0,18863.36,76007.96,6214,2000,0,2304
Timothy Loughton MP,22062.83,0,14641.44,84003.72,9100,1992,11425,4937
Andrew Love MP,20119.34,0,16837.41,105274.00,3571,3665,0,10921
Ian Lucas MP,21173.87,0,13639.85,93145.24,9411,4399,0,10060
Peter Luff MP,22982.38,0,11750.94,88299.53,7363,3777,0,12327
Andrew MacKay MP,23538.58,0,16711.95,76582.63,6102,3041,0,8504
Andrew MacKinlay MP,14342.10,0,21619.23,98161.13,4151,2271,3665,1888
David MacLean MP,18763.47,0,16339.70,64000.10,17143,1949,0,3163
Angus MacNeil MP,19464.94,0,12462.99,69548.20,32468,1775,0,5864
Denis MacShane MP,23994.71,0,19874.17,83958.88,10343,2705,4225,10390
Fiona MacTaggart MP,1810.58,0,14633.30,104330.70,2235,6998,5454,13726
Khalid Mahmood MP,4025.00,0,22359.11,97774.09,6668,734,0,9615
Anne Main MP,17859.37,0,11274.77,94851.60,3310,3465,0,13492
Humfrey Malins MP,6090.47,0,21684.57,58485.33,6624,2515,0,4199
Shahid Malik MP,23782.95,0,29100.52,89866.23,12289,6977,0,11079
Judy Mallaber MP,3586.56,0,8834.46,111313.58,5711,5822,0,7317
John Mann MP,9800.00,0,24763.13,97223.12,10846,6934,0,12059
John Maples MP,23318.53,0,20442.88,72908.49,4193,2591,0,784
Rob Marris MP,10426.74,0,20417.14,89398.37,2980,6154,0,9877
David Marshall MP,2878.12,0,2263.58,18363.36,2135,25,32944,0
Gordon Marsden MP,8958.92,0,18132.00,104265.54,15692,6587,0,10400
Robert Marshall-Andrews MP,18080.92,0,7006.26,85293.56,1037,2215,0,0
Eric Martlew MP,19069.88,0,19392.48,92158.85,11161,1834,0,5668
Michael Martin MP,7384.17,0,2794.28,33941.40,11726,221,0,0
John Mason MP,9920.88,0,19091.04,54580.12,5429,2472,0,12592
Michael Mates MP,23999.32,0,19739.59,51250.80,4857,1216,0,4865
Francis Maude MP,22207.36,0,12888.37,89993.23,6322,2013,0,22373
Theresa May MP,2077.95,0,7262.20,95837.16,1964,2645,0,16415
Thomas McAvoy MP,6211.44,0,21979.67,108180.42,8835,3743,0,13311
Christine McCafferty MP,23757.41,0,11186.02,111101.89,16318,4830,0,10324
Ian McCartney MP,14875.77,0,14400.49,93962.33,11820,2720,0,5475
Kerry McCarthy MP,20492.21,0,19984.11,102412.99,13761,6551,0,11841
Stephen McCabe MP,16961.10,0,29159.00,85813.92,6071,1410,3711,9057
Sarah McCarthy-Fry MP,20280.85,0,18110.30,98813.16,6208,6978,7269,8345
William McCrea MP,21176.83,0,26043.59,93881.79,19525,1367,0,6524
Alasdair McDonnell MP,19650.98,0,13009.28,109387.61,10755,1997,0,9054
John McDonnell MP,0.00,2861,22602.35,94217.98,2359,6949,0,9052
Siobhain McDonagh MP,0.00,2916,9845.02,100856.64,1836,6997,7369,20995
John McFall MP,18837.64,0,10301.15,108626.82,17863,2385,0,10477
Patrick McFadden MP,15115.56,0,18959.58,75634.31,7014,6348,0,6921
Jim McGovern MP,24006.00,0,19544.40,97978.68,19725,4903,0,12440
Edward McGrady MP,8169.03,0,29619.84,92770.58,14640,3071,0,7117
Anne McGuire MP,18473.20,0,18547.85,95975.51,2975,4976,0,10016
Martin McGuinness MP,19800.00,0,22138.21,98797.22,17512,0,0,0
Anne McIntosh MP,16364.77,0,12204.05,85621.75,13832,2681,0,4313
Shona McIsaac MP,11084.49,0,12535.99,105777.79,7248,6991,0,12583
Ann McKechin MP,15845.21,0,15078.75,94945.26,12880,6877,0,12790
Rosemary McKenna MP,22040.11,0,21070.68,84251.25,22636,1727,0,5984
Patrick McLoughlin MP,21619.62,0,11929.30,82746.99,8343,4238,0,5838
Tony McNulty MP,7330.00,0,16062.82,95077.20,0,1944,0,8146
Michael Meacher MP,8267.39,0,22188.57,100147.00,13033,3276,0,7260
Alan Meale MP,23959.00,0,17813.94,104307.62,22708,3481,0,10663
Patrick Mercer MP,21732.94,0,11682.08,110676.49,16897,2583,0,1175
Gillian Merron MP,20095.20,0,14089.77,100737.51,6976,6566,0,10333
Alun Michael MP,13129.01,0,21481.31,100961.51,8881,1758,0,7426
Alan Milburn MP,23047.57,0,20598.95,101660.58,21435,4082,0,9719
David Miliband MP,9082.71,0,16564.82,84675.89,4628,3725,0,6923
Andrew Miller MP,17584.93,0,15581.30,100340.86,15168,5121,0,8785
Ed Miliband MP,7782.60,0,14673.22,86385.67,6573,2174,0,6309
Maria Miller MP,24006.00,0,18025.90,90088.66,6667,4222,0,12336
Anne Milton MP,184.85,0,8908.05,88028.57,3259,4234,0,18402
Austin Mitchell MP,22544.19,0,13293.48,99986.87,14596,3619,0,7365
Andrew Mitchell MP,21800.22,0,18057.79,103270.38,6546,4658,0,9194
Laura Moffatt MP,38.70,0,25941.64,100324.25,6066,6994,0,13478
Chris Mole MP,9766.76,0,16450.33,94564.89,4016,5191,0,10379
Madeleine Moon MP,23999.32,0,15492.19,101856.05,9548,1951,0,12307
Michael Moore MP,20387.05,0,20206.55,97683.97,18269,4073,0,10919
Margaret Moran MP,24006.00,0,21889.51,97312.24,5184,6848,0,10094
Jessica Morden MP,13407.31,0,21065.41,95913.73,5054,951,0,10394
Julie Morgan MP,4959.63,0,17491.52,104678.58,8579,4031,11940,10366
Elliot Morley MP,15881.21,0,21307.54,84177.12,11118,2568,0,11537
Malcolm Moss MP,23958.28,0,22674.39,95385.55,6166,3497,0,7161
Kali Mountford MP,24006.00,0,21891.82,97870.54,15866,2497,3194,1407
George Mudie MP,8501.96,0,19475.14,97008.21,9153,6914,1734,331
Greg Mulholland MP,22645.89,0,23979.77,94059.34,10586,4195,0,10369
Chris Mullin MP,14647.94,0,21279.12,90247.20,3714,235,0,423
David Mundell MP,19446.73,0,25726.81,88148.79,22288,6971,0,14402
Meg Munn MP,22650.40,0,14861.22,80932.80,8677,6995,0,4211
Conor Murphy MP,21600.00,0,22050.40,98350.37,840,324,0,0
Denis Murphy MP,16390.18,0,19792.73,97857.95,13893,5705,0,11212
Jim Murphy MP,18884.09,0,29594.94,90407.32,9178,6313,0,10954
Paul Murphy MP,14294.29,0,14598.49,95001.48,3141,2233,0,13603
Andrew Murrison MP,15896.56,0,11130.99,85994.12,7536,4898,0,10038
Doug Naysmith MP,19846.34,0,17393.74,90038.13,5516,3920,0,6091
Robert Neill MP,18364.11,0,15219.65,105200.73,6481,2300,0,11591
Brooks Newmark MP,22000.00,0,12033.03,98525.30,3472,3272,0,6054
Dan Norris MP,14642.40,0,18384.77,93747.95,7770,6992,4914,6393
Mark Oaten MP,20276.75,0,25816.81,92183.61,10121,2928,0,9342
Michael O'Brien MP,10685.97,0,20749.74,100106.35,10090,2101,0,10319
Stephen O'Brien MP,23796.80,0,22554.18,99251.66,17569,3351,0,0
Edward O'Hara MP,23972.65,0,12346.85,86233.68,11023,261,0,623
William Olner MP,22106.19,0,15240.79,86004.23,9241,2176,0,1195
Lembit Opik MP,23778.73,0,29320.41,90969.57,7372,2148,3829,9710
George Osborne MP,23347.07,0,17474.10,94398.04,15386,3285,0,13164
Sandra Osborne MP,16601.36,0,19619.34,72799.52,16587,4675,5884,9490
Richard Ottaway MP,9634.90,0,20656.06,88771.39,2665,2234,0,9633
Albert Owen MP,18923.41,0,16320.98,83602.14,8333,2913,0,2938
James Paice MP,20513.22,0,9288.89,94978.77,8511,2722,0,11410
Ian Paisley MP,16624.66,0,13541.61,82922.24,4361,3836,0,1269
Nicholas Palmer MP,23393.45,0,20361.55,100103.90,10688,1382,938,12332
Owen Paterson MP,20213.88,0,24351.93,88035.72,26457,3884,0,11884
Ian Pearson MP,23887.25,0,21605.24,93217.49,6718,2313,1844,8030
Andrew Pelling MP,0.00,2916,6837.92,62899.20,2060,3621,0,21694
Mike Penning MP,7387.87,0,25161.17,92226.42,3642,2489,0,4172
John Penrose MP,13564.46,0,28673.24,90638.70,4624,5537,3340,8318
Anne Moffat MP,22594.61,0,26973.86,96274.57,21630,1721,0,11263
Eric Pickles MP,4495.96,0,10069.79,92096.62,3555,5227,0,11863
James Plaskitt MP,17800.31,0,21817.81,99572.30,4710,6978,0,10151
Gregory Pope MP,21613.60,0,24741.87,90652.82,15352,3275,0,9924
Stephen Pound MP,0.00,2916,7337.62,111938.40,3813,4770,0,7634
Bridget Prentice MP,0.00,2916,31982.28,89612.88,767,5890,0,9497
Gordon Prentice MP,17109.90,0,14071.42,70733.34,8499,5064,0,9520
John Prescott MP,24006.00,0,12891.33,101061.59,15983,2356,0,0
Adam Price MP,16609.87,0,20937.85,96494.15,10304,1703,0,6371
Dawn Primarolo MP,20798.45,0,18900.69,100285.95,6414,3092,0,9686
Mark Prisk MP,17068.97,0,23692.77,96610.01,4519,2835,1173,5079
Mark Pritchard MP,24006.00,0,20317.99,88109.26,13299,5996,0,21269
Gwyn Prosser MP,12708.59,0,18125.85,89359.42,2877,3536,0,225
John Pugh MP,23970.12,0,15616.92,92140.02,4572,2690,0,7931
Kenneth Purchase MP,11091.34,0,19594.57,86528.01,7560,2536,346,12005
James Purnell MP,20949.63,0,21945.21,93716.40,10651,1384,0,5218
Bill Rammell MP,4211.62,0,22327.22,98819.28,1883,4473,0,10499
John Randall MP,0.00,2916,14218.71,78595.56,3196,2164,0,0
Nick Raynsford MP,0.00,2916,16543.53,91556.44,0,2347,0,6004
John Redwood MP,19931.36,0,8561.69,55490.38,2649,1337,0,5660
Andrew Reed MP,20386.55,0,22060.93,98009.76,6615,2385,0,9952
Jamie Reed MP,21344.42,0,23498.26,95441.62,19904,2818,0,10460
Alan Reid MP,16110.60,0,19201.38,79740.03,18146,2425,0,12587
John Reid MP,15028.62,0,26723.94,81283.54,7134,1729,0,3179
William Rennie MP,21709.26,0,18055.43,94536.96,17212,4262,1339,14814
Malcolm Rifkind MP,0.00,2916,12435.63,91377.91,2562,2241,0,1868
Linda Riordan MP,23215.31,0,19334.93,94137.09,13758,2525,0,12918
Andrew Robathan MP,24006.00,0,8931.30,65135.00,8484,1611,3515,0
Angus Robertson MP,22199.58,0,33820.81,96502.77,25690,2285,0,7666
Hugh Robertson MP,23925.78,0,11792.56,86404.08,5942,2767,0,0
John Robertson MP,20761.48,0,19032.06,96640.49,20110,1361,0,5691
Laurence Robertson MP,24006.00,0,19690.00,102707.39,15962,2269,0,7065
Geoffrey Robinson MP,0.00,0,11042.24,99642.82,14636,2122,0,10163
Iris Robinson MP,16814.47,0,6023.55,78542.28,10908,1908,0,714
Peter Robinson MP,19751.16,0,10989.47,98872.91,12566,1951,0,11147
Dan Rogerson MP,22117.93,0,23060.33,94606.98,11050,5319,0,7527
Terence Rooney MP,10774.00,0,18201.95,88832.12,14450,4190,0,1965
Andrew Rosindell MP,23645.95,0,11896.49,109262.24,3238,5916,0,10394
Paul Rowen MP,21883.92,0,24860.15,96219.20,14303,5422,0,10050
Frank Roy MP,16033.39,0,16558.27,100128.35,17778,3176,0,12768
Lindsay Roy MP,9933.67,0,8957.45,25822.83,9309,2225,0,12066
Chris Ruane MP,23939.96,0,18570.85,100200.84,5906,6971,0,11099
Joan Ruddock MP,0.00,2916,21042.35,100612.19,228,4181,0,7307
David Ruffley MP,13152.30,0,17283.48,95085.03,6579,4061,0,10374
Bob Russell MP,5081.58,0,27768.70,94053.70,5775,4985,412,10892
Christine Russell MP,19274.30,0,20230.72,96069.47,11399,2940,0,5072
Joan Ryan MP,18282.60,0,17095.37,98362.98,1208,6914,0,17538
Alex Salmond MP,588.94,0,18052.62,96353.43,5418,6980,0,3924
Martin Salter MP,0.00,0,21325.03,95040.09,8872,937,0,11545
Adrian Sanders MP,18224.83,0,18704.39,95346.99,8870,6850,1707,9731
Mohammed Sarwar MP,24006.00,0,23213.15,99104.72,31310,5054,0,10299
Lee Scott MP,0.00,2916,14175.84,97666.98,3760,1532,0,7388
Alison Seabeck MP,17959.68,0,22072.67,96948.87,10359,5349,0,9433
Andrew Selous MP,22296.99,0,7877.65,93763.36,5829,6943,0,5841
Grant Shapps MP,4104.07,0,15833.88,87975.65,7843,2017,0,2487
Virendra Sharma MP,0.00,2916,25470.00,102094.89,1730,3802,0,11124
Jonathan Shaw MP,21220.07,0,16737.68,103827.68,1953,3024,0,12217
Barry Sheerman MP,22577.34,0,18751.35,100023.69,16034,6732,0,10812
Richard Shepherd MP,6665.31,0,13483.69,66248.89,5889,909,0,0
James Sheridan MP,24006.00,0,20975.77,93595.41,18888,6370,0,13984
Clare Short MP,10818.56,0,5531.34,108693.78,7649,4926,0,0
Mark Simmonds MP,24006.00,0,16138.56,102923.41,12246,2773,11173,8757
Sion Simon MP,23819.91,0,26144.07,99170.26,6339,6939,0,13254
Alan Simpson MP,23654.03,0,21335.76,100909.18,10895,5993,0,7392
David Simpson MP,19664.45,0,13209.61,91347.81,21274,1624,0,10115
Keith Simpson MP,21768.32,0,21985.06,86494.40,8174,1729,0,8097
Marsha Singh MP,19236.96,0,21536.88,109940.31,12365,1805,0,9563
Dennis Skinner MP,12229.90,0,1540.81,47093.36,5502,1831,0,48
Andrew Slaughter MP,0.00,2916,25374.11,96735.60,2719,6993,0,7476
Angela E Smith MP,9698.22,0,16166.79,104522.99,3081,3970,0,9174
Andrew Smith MP,9275.73,0,18643.37,102731.33,2956,6558,1329,9311
Angela C Smith MP,23253.86,0,21864.12,99433.34,10161,6999,0,10371
Geraldine Smith MP,21744.40,0,19658.80,96656.96,17685,2926,0,15481
Jacqui Smith MP,19181.87,0,15783.53,91998.23,8845,2634,0,6062
John Smith MP,22244.10,0,19856.95,93955.22,9002,4692,0,9624
Robert Smith MP,15460.70,0,15759.48,84345.76,18794,2245,0,13611
Anne Snelgrove MP,15006.11,0,21491.46,93445.89,8781,4752,0,10671
Nicholas Soames MP,19391.43,0,21792.74,98651.43,1832,2651,0,7433
Peter Soulsby MP,24006.00,0,21806.57,99680.39,9302,2537,0,7187
Helen Southworth MP,15561.90,0,18451.66,97847.42,9847,2877,0,7039
Caroline Spelman MP,7523.87,0,15781.67,48957.93,16090,3073,1311,9049
John Spellar MP,10460.49,0,12297.20,101037.84,4735,2968,0,516
Michael Spicer MP,20439.82,0,7184.98,50285.13,4044,2985,0,24817
Bob Spink MP,21874.51,0,13462.86,89738.63,6461,5726,0,9305
Richard Spring MP,23991.92,0,10992.68,76209.83,5310,3055,0,8499
John Stanley MP,21930.54,0,5534.23,65745.16,1423,4762,0,0
Phyllis Starkey MP,16670.46,0,11571.45,100571.62,6008,6758,0,15582
Anthony Steen MP,19763.53,0,13812.70,100311.02,14539,3739,0,12214
Ian Stewart MP,21600.00,0,13163.58,104974.43,12606,1888,0,1439
Howard Stoate MP,11255.26,0,18001.43,103964.04,3635,2434,0,10372
Gavin Strang MP,9521.01,0,16008.04,94712.49,19534,2501,0,10707
Jack Straw MP,6275.33,0,23515.29,93447.96,5291,6521,0,7836
Gary Streeter MP,23588.68,0,20635.48,98353.46,12763,2454,0,4924
Graham Stringer MP,19536.46,0,14520.64,76810.67,14467,6042,0,1323
Graham Stuart MP,21486.43,0,17121.84,104642.91,10296,5349,0,9313
Gisela Stuart MP,19279.79,0,27032.75,90289.14,7525,4606,5159,10306
Andrew Stunell MP,12402.80,0,12839.06,100169.89,4006,2980,0,15796
Gerry Sutcliffe MP,15079.20,0,17945.16,94217.95,20556,2969,1067,8868
Desmond Swayne MP,12557.69,0,7653.86,64335.14,3771,1686,0,269
Jo Swinson MP,19859.28,0,21262.30,78518.48,13939,2512,0,9286
Hugo Swire MP,23102.50,0,11609.07,110699.93,10823,2186,0,3216
Robert Syms MP,23999.98,0,19922.45,82868.91,5682,1347,0,5861
Mark Tami MP,19987.86,0,19022.11,102316.15,8869,3761,0,6628
Peter Tapsell MP,24006.00,0,12152.96,110244.56,6770,2637,0,1401
Dari Taylor MP,18780.91,0,14729.90,79799.95,20007,3288,0,9893
Ian Taylor MP,24006.00,0,6753.37,111652.21,4370,3547,21401,7771
Matthew Taylor MP,23963.34,0,21738.32,99722.59,10062,5819,5408,9960
Richard Taylor MP,19984.08,0,6725.85,63839.63,5230,1236,0,0
Sarah Teather MP,0.00,2916,25378.60,95093.71,1366,4133,0,10314
Gareth Thomas MP,7949.73,0,16982.43,103543.88,551,2690,0,10789
Emily Thornberry MP,0.00,2916,17907.17,100727.00,0,6939,0,14163
John Thurso MP,21633.19,0,13013.43,93989.51,34405,4613,0,11035
Stephen Timms MP,0.00,2916,4904.38,97695.36,0,4272,0,6557
Edward Timpson MP,10141.43,0,26553.09,92123.21,2803,5552,0,11568
Paddy Tipping MP,13131.17,0,20907.85,92132.51,13209,5317,0,11751
Mark Todd MP,9869.81,0,13545.53,104425.99,10964,3890,0,7540
Don Touhig MP,23898.69,0,15306.15,106544.27,7678,4019,0,6050
David Tredinnick MP,24006.00,0,10598.51,105232.49,6693,821,0,3913
Jon Trickett MP,2200.00,0,17618.72,96552.65,10560,6079,0,12399
Paul Truswell MP,10210.86,0,4577.77,95418.39,6702,7000,803,8505
Andrew Turner MP,15090.56,0,13199.39,79175.27,5333,3080,1808,4928
Desmond Turner MP,14565.89,0,20457.96,99013.04,5511,2149,9259,10275
Neil Turner MP,20148.47,0,14417.42,98627.01,10530,5968,0,6750
Derek Twigg MP,20093.64,0,12961.40,73275.54,13225,3097,0,9727
Andrew Tyrie MP,22726.15,0,11506.72,85002.91,4600,2647,0,0
Kitty Ussher MP,23671.21,0,28473.62,92548.44,17393,6885,0,12596
Ed Vaizey MP,18967.88,0,11528.16,77704.42,5724,2345,2052,1270
Shailesh Vara MP,23475.00,0,7952.13,106662.24,7807,2196,0,2143
Keith Vaz MP,23830.52,0,10616.16,110764.54,11628,6715,0,10383
Peter Viggers MP,24006.00,0,16747.24,67416.72,5260,1649,0,8979
Theresa Villiers MP,18826.92,0,17444.99,93084.64,2826,4288,0,6859
Rudolf Vis MP,22142.15,0,18696.83,90385.16,5560,4213,0,1772
Charles Walker MP,0.00,0,9541.46,102288.59,3258,1162,0,6076
Ben Wallace MP,24006.00,0,17098.26,103742.69,19174,3163,0,6562
Joan Walley MP,11436.44,0,18936.70,84258.53,12700,6202,0,10031
Lynda Waltho MP,24006.00,0,22508.14,88781.47,8794,6418,0,9395
Robert Walter MP,20416.16,0,15817.32,98623.99,9026,4054,0,12310
Claire Ward MP,24006.00,0,14482.10,101327.59,2050,2398,0,8407
Robert Wareing MP,13673.05,0,16920.22,105394.56,13938,1352,6867,5205
Nigel Waterson MP,18045.12,0,17985.50,104411.79,5840,3066,0,8814
Angela Watkinson MP,13181.12,0,19052.87,86524.66,1696,2955,0,7264
Tom Watson MP,14487.44,0,16882.23,78304.19,7224,6990,0,5978
David Watts MP,8334.03,0,31967.54,64591.31,12953,2449,0,9135
Steven Webb MP,19741.09,0,19115.69,101427.06,9537,3661,0,8616
Michael Weir MP,21544.21,0,17462.68,81670.31,12774,1305,0,8456
Alan Whitehead MP,11808.14,0,20318.33,95738.75,5351,6995,0,11893
John Whittingdale MP,17827.81,0,8817.10,85711.35,4744,1729,0,10512
Malcolm Wicks MP,0.00,2916,22019.69,100372.24,486,5479,0,8431
Ann Widdecombe MP,2104.64,0,19158.82,97292.47,1239,2901,0,0
Bill Wiggin MP,12687.95,0,15720.97,92293.93,8493,4664,0,1917
Alan Williams MP,5074.67,0,11049.69,69542.15,4021,2001,0,0
Betty Williams MP,12919.81,0,11548.19,96388.04,15611,6095,200,0
David Willetts MP,22691.41,0,24654.89,97721.30,8896,3767,250,6160
Hywel Williams MP,19884.66,0,18389.10,83062.76,13603,3708,0,3824
Jenny Willott MP,23187.26,0,19288.59,94667.24,6618,446,3978,5382
Mark Williams MP,21625.35,0,18700.06,94398.22,15585,2969,0,12919
Michael Wills MP,18582.34,0,11951.47,108263.95,1887,6972,0,8748
Philip Willis MP,23640.33,0,24250.95,97529.84,14558,2062,0,10300
Roger Williams MP,19359.35,0,10594.26,88858.40,8115,3845,0,9467
Stephen Williams MP,23301.44,0,22128.60,86619.35,6600,2317,0,15406
David Wilshire MP,24006.00,0,20320.93,78467.25,9977,6906,0,10484
Philip Wilson MP,21994.99,0,23554.57,97937.88,24352,853,0,2711
Rob Wilson MP,0.00,0,20250.48,88577.82,8174,2784,0,10371
Sammy Wilson MP,16855.27,0,20794.53,93359.73,18946,4740,0,6045
David Winnick MP,10044.82,0,12166.32,68579.15,5779,698,0,4047
Ann Winterton MP,22403.98,0,14139.24,74749.67,3905,3944,0,0
Nicholas Winterton MP,21521.00,0,5489.16,59701.68,6018,2758,0,0
Rosie Winterton MP,16761.66,0,19000.57,94963.24,4730,962,0,8129
Peter Wishart MP,19899.78,0,23364.01,97870.98,24079,4806,0,8784
Mike Wood MP,11363.10,0,12293.08,109529.78,5348,5084,0,8714
Roberta Blackman-Woods MP,21785.16,0,18167.18,95214.48,15269,5473,0,13769
Shaun Woodward MP,21417.00,0,25707.73,94102.17,5196,2783,12423,3506
Philip Woolas MP,23987.94,0,23200.32,98359.07,23119,2588,0,10489
Tony Wright MP,16079.37,0,13884.22,76695.28,9058,4648,0,153
Anthony D Wright MP,12770.44,0,19672.57,95867.39,8081,2320,0,3935
David Wright MP,24006.00,0,12540.20,90190.99,7183,2359,0,12707
Iain Wright MP,15418.20,0,13968.25,90622.25,6759,3527,0,6430
Jeremy Wright MP,20539.68,0,20815.12,78057.70,5597,2399,0,6231
Derek Wyatt MP,23983.64,0,21539.97,98593.33,4468,3548,0,10818
Timothy Yeo MP,24006.00,0,15340.05,106380.06,5704,2430,0,8401
George Young MP,23297.26,0,14577.05,79237.50,5653,4054,0,1846
Richard Younger-Ross MP,22414.30,0,27909.05,90077.07,13839,5215,0,6996
